constructorResultsId,raceId,constructorId,points,status,year
15417,967,131,43.0,\N,2016
15418,967,9,19.0,\N,2016
15419,967,10,18.0,\N,2016
15420,967,6,10.0,\N,2016
15421,967,5,8.0,\N,2016
15422,967,15,2.0,\N,2016
15423,967,1,1.0,\N,2016
15424,967,3,0.0,\N,2016
15425,967,209,0.0,\N,2016
15426,967,4,0.0,\N,2016
15427,967,210,0.0,\N,2016
15428,968,131,43.0,\N,2016
15429,968,6,23.0,\N,2016
15430,968,9,22.0,\N,2016
15431,968,10,10.0,\N,2016
15432,968,3,2.0,\N,2016
15433,968,1,1.0,\N,2016
15434,968,210,0.0,\N,2016
15435,968,209,0.0,\N,2016
15436,968,15,0.0,\N,2016
15437,968,4,0.0,\N,2016
15438,968,5,0.0,\N,2016
15439,969,6,37.0,\N,2017
15440,969,131,33.0,\N,2017
15441,969,9,10.0,\N,2017
15442,969,3,8.0,\N,2017
15443,969,10,7.0,\N,2017
15444,969,5,6.0,\N,2017
15445,969,4,0.0,\N,2017
15446,969,15,0.0,\N,2017
15447,969,1,0.0,\N,2017
15448,969,210,0.0,\N,2017
15449,970,131,33.0,\N,2017
15450,970,6,28.0,\N,2017
15451,970,9,27.0,\N,2017
15452,970,5,6.0,\N,2017
15453,970,210,4.0,\N,2017
15454,970,10,3.0,\N,2017
15455,970,4,0.0,\N,2017
15456,970,3,0.0,\N,2017
15457,970,15,0.0,\N,2017
15458,970,1,0.0,\N,2017
15459,971,6,37.0,\N,2017
15460,971,131,33.0,\N,2017
15461,971,9,10.0,\N,2017
15462,971,3,8.0,\N,2017
15463,971,10,7.0,\N,2017
15464,971,210,4.0,\N,2017
15465,971,4,2.0,\N,2017
15466,971,15,0.0,\N,2017
15467,971,5,0.0,\N,2017
15468,971,1,0.0,\N,2017
15469,972,131,37.0,\N,2017
15470,972,6,33.0,\N,2017
15471,972,9,10.0,\N,2017
15472,972,10,14.0,\N,2017
15473,972,4,4.0,\N,2017
15474,972,3,2.0,\N,2017
15475,972,5,1.0,\N,2017
15476,972,210,0.0,\N,2017
15477,972,1,0.0,\N,2017
15478,972,15,0.0,\N,2017
15479,973,131,25.0,\N,2017
15480,973,6,18.0,\N,2017
15481,973,9,15.0,\N,2017
15482,973,10,22.0,\N,2017
15483,973,4,8.0,\N,2017
15484,973,5,8.0,\N,2017
15485,973,15,4.0,\N,2017
15486,973,210,1.0,\N,2017
15487,973,1,0.0,\N,2017
15488,973,3,0.0,\N,2017
15489,974,6,43.0,\N,2017
15490,974,9,25.0,\N,2017
15491,974,131,18.0,\N,2017
15492,974,5,8.0,\N,2017
15493,974,210,5.0,\N,2017
15494,974,3,2.0,\N,2017
15495,974,4,0.0,\N,2017
15496,974,10,0.0,\N,2017
15497,974,1,0.0,\N,2017
15498,974,15,0.0,\N,2017
15499,975,131,43.0,\N,2017
15500,975,9,15.0,\N,2017
15501,975,6,18.0,\N,2017
15502,975,10,18.0,\N,2017
15503,975,4,4.0,\N,2017
15504,975,3,2.0,\N,2017
15505,975,210,1.0,\N,2017
15506,975,15,0.0,\N,2017
15507,975,1,0.0,\N,2017
15508,975,5,0.0,\N,2017
15509,976,9,25.0,\N,2017
15510,976,131,28.0,\N,2017
15511,976,3,15.0,\N,2017
15512,976,6,12.0,\N,2017
15513,976,10,8.0,\N,2017
15514,976,210,6.0,\N,2017
15515,976,5,4.0,\N,2017
15516,976,1,2.0,\N,2017
15517,976,15,1.0,\N,2017
15518,976,4,0.0,\N,2017
15520,977,131,37.0,\N,2017
15521,977,6,28.0,\N,2017
15522,977,9,15.0,\N,2017
15523,977,210,8.0,\N,2017
15524,977,10,10.0,\N,2017
15525,977,3,3.0,\N,2017
15526,977,4,0.0,\N,2017
15527,977,1,0.0,\N,2017
15528,977,15,0.0,\N,2017
15529,977,5,0.0,\N,2017
15530,978,131,43.0,\N,2017
15531,978,6,21.0,\N,2017
15532,978,9,22.0,\N,2017
15533,978,4,8.0,\N,2017
15534,978,10,6.0,\N,2017
15535,978,3,1.0,\N,2017
15536,978,1,0.0,\N,2017
15537,978,210,0.0,\N,2017
15538,978,15,0.0,\N,2017
15539,978,5,0.0,\N,2017
15540,979,6,43.0,\N,2017
15541,979,131,27.0,\N,2017
15542,979,9,10.0,\N,2017
15543,979,1,9.0,\N,2017
15544,979,5,6.0,\N,2017
15545,979,10,6.0,\N,2017
15546,979,4,0.0,\N,2017
15547,979,210,0.0,\N,2017
15548,979,3,0.0,\N,2017
15549,979,15,0.0,\N,2017
15550,980,131,35.0,\N,2017
15551,980,6,30.0,\N,2017
15552,980,9,15.0,\N,2017
15553,980,4,8.0,\N,2017
15554,980,210,6.0,\N,2017
15555,980,3,4.0,\N,2017
15556,980,10,2.0,\N,2017
15557,980,5,1.0,\N,2017
15558,980,1,0.0,\N,2017
15559,980,15,0.0,\N,2017
15560,981,131,43.0,\N,2017
15561,981,6,25.0,\N,2017
15562,981,9,13.0,\N,2017
15563,981,10,10.0,\N,2017
15564,981,3,10.0,\N,2017
15565,981,210,0.0,\N,2017
15566,981,5,0.0,\N,2017
15567,981,4,0.0,\N,2017
15568,981,15,0.0,\N,2017
15569,981,1,0.0,\N,2017
15570,982,131,40.0,\N,2017
15571,982,9,18.0,\N,2017
15572,982,5,12.0,\N,2017
15573,982,10,11.0,\N,2017
15574,982,4,8.0,\N,2017
15575,982,1,6.0,\N,2017
15576,982,3,4.0,\N,2017
15577,982,210,2.0,\N,2017
15578,982,15,0.0,\N,2017
15579,982,6,0.0,\N,2017
15580,983,9,40.0,\N,2017
15581,983,131,28.0,\N,2017
15582,983,6,12.0,\N,2017
15583,983,10,9.0,\N,2017
15584,983,1,6.0,\N,2017
15585,983,3,6.0,\N,2017
15586,983,210,0.0,\N,2017
15587,983,5,0.0,\N,2017
15588,983,4,0.0,\N,2017
15589,983,15,0.0,\N,2017
15590,984,131,37.0,\N,2017
15591,984,9,33.0,\N,2017
15592,984,6,10.0,\N,2017
15593,984,10,14.0,\N,2017
15594,984,210,6.0,\N,2017
15595,984,3,1.0,\N,2017
15596,984,1,0.0,\N,2017
15597,984,4,0.0,\N,2017
15598,984,5,0.0,\N,2017
15599,984,15,0.0,\N,2017
15600,985,131,35.0,\N,2017
15601,985,6,33.0,\N,2017
15602,985,9,12.0,\N,2017
15603,985,10,12.0,\N,2017
15604,985,4,6.0,\N,2017
15605,985,3,2.0,\N,2017
15606,985,5,1.0,\N,2017
15607,985,1,0.0,\N,2017
15608,985,210,0.0,\N,2017
15609,985,15,0.0,\N,2017
15610,986,9,25.0,\N,2017
15611,986,131,20.0,\N,2017
15612,986,6,27.0,\N,2017
15613,986,10,16.0,\N,2017
15614,986,3,8.0,\N,2017
15615,986,210,4.0,\N,2017
15616,986,1,1.0,\N,2017
15617,986,5,0.0,\N,2017
15618,986,15,0.0,\N,2017
15619,986,4,0.0,\N,2017
15620,987,6,40.0,\N,2017
15621,987,131,30.0,\N,2017
15622,987,9,18.0,\N,2017
15623,987,3,6.0,\N,2017
15624,987,1,4.0,\N,2017
15625,987,10,2.0,\N,2017
15626,987,4,1.0,\N,2017
15627,987,5,0.0,\N,2017
15628,987,15,0.0,\N,2017
15629,987,210,0.0,\N,2017
15630,988,131,43.0,\N,2017
15631,988,6,27.0,\N,2017
15632,988,9,10.0,\N,2017
15633,988,4,8.0,\N,2017
15634,988,10,10.0,\N,2017
15635,988,1,2.0,\N,2017
15636,988,3,1.0,\N,2017
15637,988,210,0.0,\N,2017
15638,988,15,0.0,\N,2017
15639,988,5,0.0,\N,2017
15640,989,6,40.0,\N,2018
15641,989,131,22.0,\N,2018
15642,989,9,20.0,\N,2018
15643,989,1,12.0,\N,2018
15644,989,4,7.0,\N,2018
15645,989,10,0.0,\N,2018
15646,989,15,0.0,\N,2018
15647,989,3,0.0,\N,2018
15648,989,5,0.0,\N,2018
15649,989,210,0.0,\N,2018
15650,990,6,25.0,\N,2018
15651,990,131,33.0,\N,2018
15652,990,5,12.0,\N,2018
15653,990,210,10.0,\N,2018
15654,990,4,8.0,\N,2018
15655,990,1,10.0,\N,2018
15656,990,15,2.0,\N,2018
15657,990,10,1.0,\N,2018
15658,990,3,0.0,\N,2018
15659,990,9,0.0,\N,2018
15660,991,9,35.0,\N,2018
15661,991,131,30.0,\N,2018
15662,991,6,19.0,\N,2018
15663,991,4,10.0,\N,2018
15664,991,1,6.0,\N,2018
15665,991,210,1.0,\N,2018
15666,991,10,0.0,\N,2018
15667,991,3,0.0,\N,2018
15668,991,15,0.0,\N,2018
15669,991,5,0.0,\N,2018
15670,992,131,25.0,\N,2018
15671,992,6,30.0,\N,2018
15672,992,10,15.0,\N,2018
15673,992,4,10.0,\N,2018
15674,992,15,8.0,\N,2018
15675,992,1,8.0,\N,2018
15676,992,3,4.0,\N,2018
15677,992,5,1.0,\N,2018
15678,992,210,0.0,\N,2018
15679,992,9,0.0,\N,2018
15680,993,131,43.0,\N,2018
15681,993,9,25.0,\N,2018
15682,993,6,12.0,\N,2018
15683,993,210,8.0,\N,2018
15684,993,4,6.0,\N,2018
15685,993,1,4.0,\N,2018
15686,993,10,2.0,\N,2018
15687,993,15,1.0,\N,2018
15688,993,3,0.0,\N,2018
15689,993,5,0.0,\N,2018
15690,994,9,27.0,\N,2018
15691,994,6,30.0,\N,2018
15692,994,131,25.0,\N,2018
15693,994,10,8.0,\N,2018
15694,994,5,6.0,\N,2018
15695,994,4,5.0,\N,2018
15696,994,15,0.0,\N,2018
15697,994,210,0.0,\N,2018
15698,994,1,0.0,\N,2018
15699,994,3,0.0,\N,2018
15700,995,6,33.0,\N,2018
15701,995,131,28.0,\N,2018
15702,995,9,27.0,\N,2018
15703,995,4,10.0,\N,2018
15704,995,10,2.0,\N,2018
15705,995,15,1.0,\N,2018
15706,995,5,0.0,\N,2018
15707,995,210,0.0,\N,2018
15708,995,1,0.0,\N,2018
15709,995,3,0.0,\N,2018
15710,996,131,31.0,\N,2018
15711,996,9,30.0,\N,2018
15712,996,6,25.0,\N,2018
15713,996,210,8.0,\N,2018
15714,996,4,6.0,\N,2018
15715,996,15,1.0,\N,2018
15716,996,1,0.0,\N,2018
15717,996,5,0.0,\N,2018
15718,996,3,0.0,\N,2018
15719,996,10,0.0,\N,2018
15720,997,9,25.0,\N,2018
15721,997,6,33.0,\N,2018
15722,997,210,22.0,\N,2018
15723,997,10,14.0,\N,2018
15724,997,1,4.0,\N,2018
15725,997,15,3.0,\N,2018
15726,997,5,0.0,\N,2018
15727,997,4,0.0,\N,2018
15728,997,3,0.0,\N,2018
15729,997,131,0.0,\N,2018
15730,998,6,40.0,\N,2018
15731,998,131,30.0,\N,2018
15732,998,9,10.0,\N,2018
15733,998,4,8.0,\N,2018
15734,998,10,7.0,\N,2018
15735,998,1,4.0,\N,2018
15736,998,210,2.0,\N,2018
15737,998,3,0.0,\N,2018
15738,998,5,0.0,\N,2018
15739,998,15,0.0,\N,2018
15740,999,131,43.0,\N,2018
15741,999,6,15.0,\N,2018
15742,999,9,12.0,\N,2018
15743,999,4,10.0,\N,2018
15744,999,210,8.0,\N,2018
15745,999,10,10.0,\N,2018
15746,999,15,2.0,\N,2018
15747,999,5,1.0,\N,2018
15748,999,1,0.0,\N,2018
15749,999,3,0.0,\N,2018
15750,1000,131,35.0,\N,2018
15751,1000,6,33.0,\N,2018
15752,1000,9,12.0,\N,2018
15753,1000,5,8.0,\N,2018
15754,1000,210,7.0,\N,2018
15755,1000,1,4.0,\N,2018
15756,1000,4,2.0,\N,2018
15757,1000,10,0.0,\N,2018
15758,1000,15,0.0,\N,2018
15759,1000,3,0.0,\N,2018
15760,1001,6,25.0,\N,2018
15761,1001,131,30.0,\N,2018
15762,1001,9,15.0,\N,2018
15763,1001,10,18.0,\N,2018
15764,1001,210,10.0,\N,2018
15765,1001,5,2.0,\N,2018
15766,1001,15,1.0,\N,2018
15767,1001,4,0.0,\N,2018
15768,1001,3,0.0,\N,2018
15769,1001,1,0.0,\N,2018
15770,1002,131,40.0,\N,2018
15771,1002,6,30.0,\N,2018
15772,1002,9,10.0,\N,2018
15773,1002,210,0.0,\N,2018
15774,1002,10,14.0,\N,2018
15775,1002,4,4.0,\N,2018
15776,1002,3,3.0,\N,2018
15777,1002,15,0.0,\N,2018
15778,1002,1,0.0,\N,2018
15779,1002,5,0.0,\N,2018
15780,1003,131,37.0,\N,2018
15781,1003,9,26.0,\N,2018
15782,1003,6,25.0,\N,2018
15783,1003,1,6.0,\N,2018
15784,1003,4,5.0,\N,2018
15785,1003,15,2.0,\N,2018
15786,1003,5,0.0,\N,2018
15787,1003,3,0.0,\N,2018
15788,1003,210,0.0,\N,2018
15789,1003,10,0.0,\N,2018
15790,1004,131,43.0,\N,2018
15791,1004,6,27.0,\N,2018
15792,1004,9,18.0,\N,2018
15793,1004,15,6.0,\N,2018
15794,1004,210,4.0,\N,2018
15795,1004,10,3.0,\N,2018
15796,1004,4,0.0,\N,2018
15797,1004,1,0.0,\N,2018
15798,1004,3,0.0,\N,2018
15799,1004,5,0.0,\N,2018
15800,1005,131,43.0,\N,2018
15801,1005,9,27.0,\N,2018
15802,1005,6,18.0,\N,2018
15803,1005,10,8.0,\N,2018
15804,1005,210,4.0,\N,2018
15805,1005,4,1.0,\N,2018
15806,1005,5,0.0,\N,2018
15807,1005,15,0.0,\N,2018
15808,1005,1,0.0,\N,2018
15809,1005,3,0.0,\N,2018
15810,1006,6,37.0,\N,2018
15811,1006,9,18.0,\N,2018
15812,1006,131,25.0,\N,2018
15813,1006,4,14.0,\N,2018
15814,1006,10,4.0,\N,2018
15815,1006,210,0.0,\N,2018
15816,1006,5,2.0,\N,2018
15817,1006,15,1.0,\N,2018
15818,1006,1,0.0,\N,2018
15819,1006,3,0.0,\N,2018
15822,1007,131,22.0,\N,2018
15823,1007,4,8.0,\N,2018
15824,1007,15,8.0,\N,2018
15825,1007,1,4.0,\N,2018
15826,1007,5,1.0,\N,2018
15827,1007,10,0.0,\N,2018
15828,1007,3,0.0,\N,2018
15829,1007,210,0.0,\N,2018
15830,1008,131,35.0,\N,2018
15831,1008,9,30.0,\N,2018
15832,1008,6,23.0,\N,2018
15833,1008,15,6.0,\N,2018
15834,1008,210,6.0,\N,2018
15835,1008,10,1.0,\N,2018
15836,1008,5,0.0,\N,2018
15837,1008,4,0.0,\N,2018
15838,1008,1,0.0,\N,2018
15839,1008,3,0.0,\N,2018
15840,1009,131,35.0,\N,2018
15841,1009,6,18.0,\N,2018
15842,1009,9,27.0,\N,2018
15843,1009,4,8.0,\N,2018
15844,1009,15,6.0,\N,2018
15845,1009,10,4.0,\N,2018
15846,1009,210,3.0,\N,2018
15847,1009,1,0.0,\N,2018
15848,1009,5,0.0,\N,2018
15849,1009,3,0.0,\N,2018
