constructorStandingsId,raceId,constructorId,points,position,positionText,wins,year
26531,955,4,6.0,9,9,0,2016
26532,955,1,24.0,7,7,0,2016
26533,955,15,0.0,10,10,0,2016
26534,955,209,0.0,11,11,0,2016
26535,956,131,295.0,1,1,8,2016
26536,956,6,192.0,2,2,0,2016
26537,956,9,168.0,3,3,1,2016
26538,956,3,92.0,4,4,0,2016
26539,956,210,28.0,8,8,0,2016
26540,956,10,59.0,5,5,0,2016
26541,956,5,36.0,6,6,0,2016
26542,956,4,6.0,9,9,0,2016
26543,956,1,32.0,7,7,0,2016
26544,956,15,0.0,11,11,0,2016
26545,956,209,1.0,10,10,0,2016
26546,957,131,335.0,1,1,9,2016
26547,957,6,204.0,2,2,0,2016
26548,957,9,198.0,3,3,1,2016
26549,957,3,92.0,4,4,0,2016
26550,957,210,28.0,8,8,0,2016
26551,957,10,73.0,5,5,0,2016
26552,957,5,41.0,6,6,0,2016
26553,957,4,6.0,9,9,0,2016
26554,957,1,32.0,7,7,0,2016
26555,957,15,0.0,11,11,0,2016
26556,957,209,1.0,10,10,0,2016
26568,958,131,378.0,1,1,10,2016
26569,958,6,224.0,2,2,0,2016
26570,958,9,223.0,3,3,1,2016
26571,958,3,94.0,4,4,0,2016
26572,958,210,28.0,8,8,0,2016
26573,958,10,74.0,5,5,0,2016
26574,958,5,45.0,6,6,0,2016
26575,958,4,6.0,9,9,0,2016
26576,958,1,38.0,7,7,0,2016
26577,958,15,0.0,11,11,0,2016
26578,958,209,1.0,10,10,0,2016
26579,959,131,415.0,1,1,11,2016
26580,959,6,242.0,3,3,0,2016
26581,959,9,256.0,2,2,1,2016
26582,959,3,96.0,4,4,0,2016
26583,959,210,28.0,8,8,0,2016
26584,959,10,81.0,5,5,0,2016
26585,959,5,45.0,6,6,0,2016
26586,959,4,6.0,9,9,0,2016
26587,959,1,42.0,7,7,0,2016
26588,959,15,0.0,11,11,0,2016
26589,959,209,1.0,10,10,0,2016
26590,960,131,455.0,1,1,12,2016
26591,960,6,252.0,3,3,0,2016
26592,960,9,274.0,2,2,1,2016
26593,960,3,101.0,5,5,0,2016
26594,960,210,28.0,8,8,0,2016
26595,960,10,103.0,4,4,0,2016
26596,960,5,45.0,7,7,0,2016
26597,960,4,6.0,9,9,0,2016
26598,960,1,48.0,6,6,0,2016
26599,960,15,0.0,11,11,0,2016
26600,960,209,1.0,10,10,0,2016
26601,961,131,498.0,1,1,13,2016
26602,961,6,279.0,3,3,0,2016
26603,961,9,290.0,2,2,1,2016
26604,961,3,111.0,4,4,0,2016
26605,961,210,28.0,8,8,0,2016
26606,961,10,108.0,5,5,0,2016
26607,961,5,45.0,7,7,0,2016
26608,961,4,6.0,9,9,0,2016
26609,961,1,48.0,6,6,0,2016
26610,961,15,0.0,11,11,0,2016
26611,961,209,1.0,10,10,0,2016
26612,962,131,538.0,1,1,14,2016
26613,962,6,301.0,3,3,0,2016
26614,962,9,316.0,2,2,1,2016
26615,962,3,111.0,5,5,0,2016
26616,962,210,28.0,8,8,0,2016
26617,962,10,112.0,4,4,0,2016
26618,962,5,47.0,7,7,0,2016
26619,962,4,7.0,9,9,0,2016
26620,962,1,54.0,6,6,0,2016
26621,962,15,0.0,11,11,0,2016
26622,962,209,1.0,10,10,0,2016
26623,963,131,553.0,1,1,14,2016
26624,963,6,313.0,3,3,0,2016
26625,963,9,359.0,2,2,2,2016
26626,963,3,121.0,5,5,0,2016
26627,963,210,28.0,8,8,0,2016
26628,963,10,124.0,4,4,0,2016
26629,963,5,47.0,7,7,0,2016
26630,963,4,8.0,9,9,0,2016
26631,963,1,62.0,6,6,0,2016
26632,963,15,0.0,11,11,0,2016
26633,963,209,1.0,10,10,0,2016
26634,964,131,593.0,1,1,15,2016
26635,964,6,335.0,3,3,0,2016
26636,964,9,385.0,2,2,2,2016
26637,964,3,124.0,5,5,0,2016
26638,964,210,28.0,8,8,0,2016
26639,964,10,134.0,4,4,0,2016
26640,964,5,47.0,7,7,0,2016
26641,964,4,8.0,9,9,0,2016
26642,964,1,62.0,6,6,0,2016
26643,964,15,0.0,11,11,0,2016
26644,964,209,1.0,10,10,0,2016
26712,967,6,375.0,3,3,0,2016
26697,965,1,74.0,6,6,0,2016
26711,967,131,722.0,1,1,18,2016
26698,965,15,0.0,11,11,0,2016
26690,965,6,347.0,3,3,0,2016
26696,965,4,8.0,9,9,0,2016
26695,965,5,55.0,7,7,0,2016
26694,965,10,138.0,4,4,0,2016
26692,965,3,130.0,5,5,0,2016
26693,965,210,29.0,8,8,0,2016
26691,965,9,400.0,2,2,2,2016
26689,965,131,636.0,1,1,16,2016
26708,966,1,74.0,6,6,0,2016
26710,966,209,1.0,10,10,0,2016
26709,966,15,0.0,11,11,0,2016
26701,966,6,365.0,3,3,0,2016
26707,966,4,8.0,9,9,0,2016
26706,966,5,55.0,7,7,0,2016
26705,966,10,145.0,4,4,0,2016
26703,966,3,136.0,5,5,0,2016
26704,966,210,29.0,8,8,0,2016
26702,966,9,427.0,2,2,2,2016
26700,966,131,679.0,1,1,17,2016
26699,965,209,1.0,10,10,0,2016
26713,967,9,446.0,2,2,2,2016
26714,967,3,136.0,5,5,0,2016
26715,967,210,29.0,8,8,0,2016
26716,967,10,163.0,4,4,0,2016
26717,967,5,63.0,7,7,0,2016
26718,967,4,8.0,9,9,0,2016
26719,967,1,75.0,6,6,0,2016
26720,967,15,2.0,10,10,0,2016
26721,967,209,1.0,11,11,0,2016
26722,968,131,765.0,1,1,19,2016
26723,968,6,398.0,3,3,0,2016
26724,968,9,468.0,2,2,2,2016
26725,968,3,138.0,5,5,0,2016
26726,968,210,29.0,8,8,0,2016
26727,968,10,173.0,4,4,0,2016
26728,968,5,63.0,7,7,0,2016
26729,968,4,8.0,9,9,0,2016
26730,968,1,76.0,6,6,0,2016
26731,968,15,2.0,10,10,0,2016
26732,968,209,1.0,11,11,0,2016
26734,969,131,33.0,2,2,0,2017
26735,969,9,10.0,3,3,0,2017
26736,969,3,8.0,4,4,0,2017
26737,969,10,7.0,5,5,0,2017
26738,969,5,6.0,6,6,0,2017
26739,969,4,0.0,7,7,0,2017
26740,969,15,0.0,8,8,0,2017
26741,969,1,0.0,9,9,0,2017
26742,969,210,0.0,10,10,0,2017
26743,970,6,65.0,2,2,1,2017
26744,970,131,66.0,1,1,1,2017
26745,970,9,37.0,3,3,0,2017
26746,970,3,8.0,6,6,0,2017
26747,970,10,10.0,5,5,0,2017
26748,970,5,12.0,4,4,0,2017
26749,970,4,0.0,8,8,0,2017
26750,970,15,0.0,9,9,0,2017
26751,970,1,0.0,10,10,0,2017
26752,970,210,4.0,7,7,0,2017
26753,971,6,102.0,1,1,2,2017
26754,971,131,99.0,2,2,1,2017
26755,971,9,47.0,3,3,0,2017
26756,971,3,16.0,5,5,0,2017
26757,971,10,17.0,4,4,0,2017
26758,971,5,12.0,6,6,0,2017
26759,971,4,2.0,8,8,0,2017
26760,971,15,0.0,9,9,0,2017
26761,971,1,0.0,10,10,0,2017
26762,971,210,8.0,7,7,0,2017
26763,972,6,135.0,2,2,2,2017
26764,972,131,136.0,1,1,2,2017
26765,972,9,57.0,3,3,0,2017
26766,972,3,18.0,5,5,0,2017
26767,972,10,31.0,4,4,0,2017
26768,972,5,13.0,6,6,0,2017
26769,972,4,6.0,8,8,0,2017
26770,972,15,0.0,9,9,0,2017
26771,972,1,0.0,10,10,0,2017
26772,972,210,8.0,7,7,0,2017
26773,973,6,153.0,2,2,2,2017
26774,973,131,161.0,1,1,3,2017
26775,973,9,72.0,3,3,0,2017
26776,973,3,18.0,6,6,0,2017
26777,973,10,53.0,4,4,0,2017
26778,973,5,21.0,5,5,0,2017
26779,973,4,14.0,7,7,0,2017
26780,973,15,4.0,9,9,0,2017
26781,973,1,0.0,10,10,0,2017
26782,973,210,9.0,8,8,0,2017
26783,974,6,196.0,1,1,3,2017
26784,974,131,179.0,2,2,3,2017
26785,974,9,97.0,3,3,0,2017
26786,974,3,20.0,6,6,0,2017
26787,974,10,53.0,4,4,0,2017
26788,974,5,29.0,5,5,0,2017
26789,974,4,14.0,7,7,0,2017
26790,974,15,4.0,9,9,0,2017
26791,974,1,0.0,10,10,0,2017
26792,974,210,14.0,8,8,0,2017
26793,975,6,214.0,2,2,3,2017
26794,975,131,222.0,1,1,4,2017
26795,975,9,112.0,3,3,0,2017
26796,975,3,22.0,6,6,0,2017
26797,975,10,71.0,4,4,0,2017
26798,975,5,29.0,5,5,0,2017
26799,975,4,18.0,7,7,0,2017
26800,975,15,4.0,9,9,0,2017
26801,975,1,0.0,10,10,0,2017
26802,975,210,15.0,8,8,0,2017
26803,976,6,226.0,2,2,3,2017
26804,976,131,250.0,1,1,4,2017
26805,976,9,137.0,3,3,1,2017
26806,976,3,37.0,5,5,0,2017
26807,976,10,79.0,4,4,0,2017
26808,976,5,33.0,6,6,0,2017
26809,976,4,18.0,8,8,0,2017
26810,976,15,5.0,9,9,0,2017
26811,976,1,2.0,10,10,0,2017
26812,976,210,21.0,7,7,0,2017
26813,977,6,254.0,2,2,3,2017
26814,977,131,287.0,1,1,5,2017
26815,977,9,152.0,3,3,1,2017
26816,977,3,40.0,5,5,0,2017
26817,977,10,89.0,4,4,0,2017
26818,977,5,33.0,6,6,0,2017
26819,977,4,18.0,8,8,0,2017
26820,977,15,5.0,9,9,0,2017
26821,977,1,2.0,10,10,0,2017
26822,977,210,29.0,7,7,0,2017
26823,978,6,275.0,2,2,3,2017
26824,978,131,330.0,1,1,6,2017
26825,978,9,174.0,3,3,1,2017
26826,978,3,41.0,5,5,0,2017
26827,978,10,95.0,4,4,0,2017
26828,978,5,33.0,6,6,0,2017
26829,978,4,26.0,8,8,0,2017
26830,978,15,5.0,9,9,0,2017
26831,978,1,2.0,10,10,0,2017
26832,978,210,29.0,7,7,0,2017
26833,979,6,318.0,2,2,4,2017
26834,979,131,357.0,1,1,6,2017
26835,979,9,184.0,3,3,1,2017
26836,979,3,41.0,5,5,0,2017
26837,979,10,101.0,4,4,0,2017
26838,979,5,39.0,6,6,0,2017
26839,979,4,26.0,8,8,0,2017
26840,979,15,5.0,10,10,0,2017
26841,979,1,11.0,9,9,0,2017
26842,979,210,29.0,7,7,0,2017
26843,980,6,348.0,2,2,4,2017
26844,980,131,392.0,1,1,7,2017
26845,980,9,199.0,3,3,1,2017
26846,980,3,45.0,5,5,0,2017
26847,980,10,103.0,4,4,0,2017
26848,980,5,40.0,6,6,0,2017
26849,980,4,34.0,8,8,0,2017
26850,980,15,5.0,10,10,0,2017
26851,980,1,11.0,9,9,0,2017
26852,980,210,35.0,7,7,0,2017
26853,981,6,373.0,2,2,4,2017
26854,981,131,435.0,1,1,8,2017
26855,981,9,212.0,3,3,1,2017
26856,981,3,55.0,5,5,0,2017
26857,981,10,113.0,4,4,0,2017
26858,981,5,40.0,6,6,0,2017
26859,981,4,34.0,8,8,0,2017
26860,981,15,5.0,10,10,0,2017
26861,981,1,11.0,9,9,0,2017
26862,981,210,35.0,7,7,0,2017
26863,982,6,373.0,2,2,4,2017
26864,982,131,475.0,1,1,9,2017
26865,982,9,230.0,3,3,1,2017
26866,982,3,59.0,5,5,0,2017
26867,982,10,124.0,4,4,0,2017
26868,982,5,52.0,6,6,0,2017
26869,982,4,42.0,7,7,0,2017
26870,982,15,5.0,10,10,0,2017
26871,982,1,17.0,9,9,0,2017
26872,982,210,37.0,8,8,0,2017
26873,983,6,385.0,2,2,4,2017
26874,983,131,503.0,1,1,9,2017
26875,983,9,270.0,3,3,2,2017
26876,983,3,65.0,5,5,0,2017
26877,983,10,133.0,4,4,0,2017
26878,983,5,52.0,6,6,0,2017
26879,983,4,42.0,7,7,0,2017
26880,983,15,5.0,10,10,0,2017
26881,983,1,23.0,9,9,0,2017
26882,983,210,37.0,8,8,0,2017
26883,984,6,395.0,2,2,4,2017
26884,984,131,540.0,1,1,10,2017
26885,984,9,303.0,3,3,2,2017
26886,984,3,66.0,5,5,0,2017
26887,984,10,147.0,4,4,0,2017
26888,984,5,52.0,6,6,0,2017
26889,984,4,42.0,8,8,0,2017
26890,984,15,5.0,10,10,0,2017
26891,984,1,23.0,9,9,0,2017
26892,984,210,43.0,7,7,0,2017
26893,985,6,428.0,2,2,4,2017
26894,985,131,575.0,1,1,11,2017
26895,985,9,315.0,3,3,2,2017
26896,985,3,68.0,5,5,0,2017
26897,985,10,159.0,4,4,0,2017
26898,985,5,53.0,6,6,0,2017
26899,985,4,48.0,7,7,0,2017
26900,985,15,5.0,10,10,0,2017
26901,985,1,23.0,9,9,0,2017
26902,985,210,43.0,8,8,0,2017
26903,986,6,455.0,2,2,4,2017
26904,986,131,595.0,1,1,11,2017
26905,986,9,340.0,3,3,3,2017
26906,986,3,76.0,5,5,0,2017
26907,986,10,175.0,4,4,0,2017
26908,986,5,53.0,6,6,0,2017
26909,986,4,48.0,7,7,0,2017
26910,986,15,5.0,10,10,0,2017
26911,986,1,24.0,9,9,0,2017
26912,986,210,47.0,8,8,0,2017
26913,987,6,495.0,2,2,5,2017
26914,987,131,625.0,1,1,11,2017
26915,987,9,358.0,3,3,3,2017
26916,987,3,82.0,5,5,0,2017
26917,987,10,177.0,4,4,0,2017
26918,987,5,53.0,6,6,0,2017
26919,987,4,49.0,7,7,0,2017
26920,987,15,5.0,10,10,0,2017
26921,987,1,28.0,9,9,0,2017
26922,987,210,47.0,8,8,0,2017
26923,988,6,522.0,2,2,5,2017
26924,988,131,668.0,1,1,12,2017
26925,988,9,368.0,3,3,3,2017
26926,988,3,83.0,5,5,0,2017
26927,988,10,187.0,4,4,0,2017
26928,988,5,53.0,7,7,0,2017
26929,988,4,57.0,6,6,0,2017
26930,988,15,5.0,10,10,0,2017
26931,988,1,30.0,9,9,0,2017
26932,988,210,47.0,8,8,0,2017
26933,989,6,40.0,1,1,1,2018
26934,989,131,22.0,2,2,0,2018
26935,989,9,20.0,3,3,0,2018
26936,989,1,12.0,4,4,0,2018
26937,989,4,7.0,5,5,0,2018
26938,989,10,0.0,6,6,0,2018
26939,989,15,0.0,7,7,0,2018
26940,989,3,0.0,8,8,0,2018
26941,989,5,0.0,9,9,0,2018
26942,989,210,0.0,10,10,0,2018
26982,990,210,10.0,7,7,0,2018
26979,990,15,2.0,8,8,0,2018
26981,990,5,12.0,6,6,0,2018
26980,990,3,0.0,10,10,0,2018
26975,990,9,20.0,4,4,0,2018
26976,990,1,22.0,3,3,0,2018
26977,990,4,15.0,5,5,0,2018
26978,990,10,1.0,9,9,0,2018
26974,990,131,55.0,2,2,0,2018
26973,990,6,65.0,1,1,2,2018
26963,991,6,84.0,2,2,2,2018
26964,991,131,85.0,1,1,0,2018
26965,991,9,55.0,3,3,1,2018
26966,991,1,28.0,4,4,0,2018
26967,991,4,25.0,5,5,0,2018
26968,991,10,1.0,9,9,0,2018
26969,991,15,2.0,8,8,0,2018
26970,991,3,0.0,10,10,0,2018
26971,991,5,12.0,6,6,0,2018
26972,991,210,11.0,7,7,0,2018
26983,992,6,114.0,1,1,2,2018
26984,992,131,110.0,2,2,1,2018
26985,992,9,55.0,3,3,1,2018
26986,992,1,36.0,4,4,0,2018
26987,992,4,35.0,5,5,0,2018
26988,992,10,16.0,6,6,0,2018
26989,992,15,10.0,9,9,0,2018
26990,992,3,4.0,10,10,0,2018
26991,992,5,13.0,7,7,0,2018
26992,992,210,11.0,8,8,0,2018
26993,993,6,126.0,2,2,2,2018
26994,993,131,153.0,1,1,2,2018
26995,993,9,80.0,3,3,1,2018
26996,993,1,40.0,5,5,0,2018
26997,993,4,41.0,4,4,0,2018
26998,993,10,18.0,7,7,0,2018
26999,993,15,11.0,9,9,0,2018
27000,993,3,4.0,10,10,0,2018
27001,993,5,13.0,8,8,0,2018
27002,993,210,19.0,6,6,0,2018
27003,994,6,156.0,2,2,2,2018
27004,994,131,178.0,1,1,2,2018
27005,994,9,107.0,3,3,2,2018
27006,994,1,40.0,5,5,0,2018
27007,994,4,46.0,4,4,0,2018
27008,994,10,26.0,6,6,0,2018
27009,994,15,11.0,9,9,0,2018
27010,994,3,4.0,10,10,0,2018
27011,994,5,19.0,7,7,0,2018
27012,994,210,19.0,8,8,0,2018
27013,995,6,189.0,2,2,3,2018
27014,995,131,206.0,1,1,2,2018
27015,995,9,134.0,3,3,2,2018
27016,995,1,40.0,5,5,0,2018
27017,995,4,56.0,4,4,0,2018
27018,995,10,28.0,6,6,0,2018
27019,995,15,12.0,9,9,0,2018
27020,995,3,4.0,10,10,0,2018
27021,995,5,19.0,7,7,0,2018
27022,995,210,19.0,8,8,0,2018
27023,996,6,214.0,2,2,3,2018
27024,996,131,237.0,1,1,3,2018
27025,996,9,164.0,3,3,2,2018
27026,996,1,40.0,5,5,0,2018
27027,996,4,62.0,4,4,0,2018
27028,996,10,28.0,6,6,0,2018
27029,996,15,13.0,9,9,0,2018
27030,996,3,4.0,10,10,0,2018
27031,996,5,19.0,8,8,0,2018
27032,996,210,27.0,7,7,0,2018
27033,997,6,247.0,1,1,3,2018
27034,997,131,237.0,2,2,3,2018
27035,997,9,189.0,3,3,3,2018
27036,997,1,44.0,6,6,0,2018
27037,997,4,62.0,4,4,0,2018
27038,997,10,42.0,7,7,0,2018
27039,997,15,16.0,9,9,0,2018
27040,997,3,4.0,10,10,0,2018
27041,997,5,19.0,8,8,0,2018
27042,997,210,49.0,5,5,0,2018
27043,998,6,287.0,1,1,4,2018
27044,998,131,267.0,2,2,3,2018
27045,998,9,199.0,3,3,3,2018
27046,998,1,48.0,7,7,0,2018
27047,998,4,70.0,4,4,0,2018
27048,998,10,49.0,6,6,0,2018
27049,998,15,16.0,9,9,0,2018
27050,998,3,4.0,10,10,0,2018
27051,998,5,19.0,8,8,0,2018
27052,998,210,51.0,5,5,0,2018
27053,999,6,302.0,2,2,4,2018
27054,999,131,310.0,1,1,4,2018
27055,999,9,211.0,3,3,3,2018
27056,999,1,48.0,7,7,0,2018
27057,999,4,80.0,4,4,0,2018
27058,999,10,59.0,5,5,0,2018
27059,999,15,18.0,9,9,0,2018
27060,999,3,4.0,10,10,0,2018
27061,999,5,20.0,8,8,0,2018
27062,999,210,59.0,6,6,0,2018
27063,1000,6,335.0,2,2,4,2018
27064,1000,131,345.0,1,1,5,2018
27065,1000,9,223.0,3,3,3,2018
27066,1000,1,52.0,7,7,0,2018
27067,1000,4,82.0,4,4,0,2018
27068,1000,10,59.0,6,6,0,2018
27069,1000,15,18.0,9,9,0,2018
27070,1000,3,4.0,10,10,0,2018
27071,1000,5,28.0,8,8,0,2018
27072,1000,210,66.0,5,5,0,2018
27073,1001,6,360.0,2,2,5,2018
27074,1001,131,375.0,1,1,5,2018
27075,1001,9,238.0,3,3,3,2018
27076,1001,1,52.0,6,6,0,2018
27077,1001,4,82.0,4,4,0,2018
27078,1001,10,18.0,9,9,0,2018
27079,1001,15,19.0,8,8,0,2018
27080,1001,3,4.0,10,10,0,2018
27081,1001,5,30.0,7,7,0,2018
27082,1001,210,76.0,5,5,0,2018
27101,1002,5,30.0,8,8,0,2018
27100,1002,3,7.0,10,10,0,2018
27098,1002,10,32.0,7,7,0,2018
27096,1002,1,52.0,6,6,0,2018
27094,1002,131,415.0,1,1,6,2018
27102,1002,210,76.0,5,5,0,2018
27099,1002,15,19.0,9,9,0,2018
27093,1002,6,390.0,2,2,5,2018
27095,1002,9,248.0,3,3,3,2018
27097,1002,4,86.0,4,4,0,2018
27103,1003,6,415.0,2,2,5,2018
27104,1003,131,452.0,1,1,7,2018
27105,1003,9,274.0,3,3,3,2018
27106,1003,1,58.0,6,6,0,2018
27107,1003,4,91.0,4,4,0,2018
27108,1003,10,32.0,7,7,0,2018
27109,1003,15,21.0,9,9,0,2018
27110,1003,3,7.0,10,10,0,2018
27111,1003,5,30.0,8,8,0,2018
27112,1003,210,76.0,5,5,0,2018
27113,1004,6,442.0,2,2,5,2018
27114,1004,131,495.0,1,1,8,2018
27115,1004,9,292.0,3,3,3,2018
27116,1004,1,58.0,6,6,0,2018
27117,1004,4,91.0,4,4,0,2018
27118,1004,10,35.0,7,7,0,2018
27119,1004,15,27.0,9,9,0,2018
27120,1004,3,7.0,10,10,0,2018
27121,1004,5,30.0,8,8,0,2018
27122,1004,210,80.0,5,5,0,2018
27123,1005,6,460.0,2,2,5,2018
27124,1005,131,538.0,1,1,9,2018
27125,1005,9,319.0,3,3,3,2018
27126,1005,1,58.0,6,6,0,2018
27127,1005,4,92.0,4,4,0,2018
27128,1005,10,43.0,7,7,0,2018
27129,1005,15,27.0,9,9,0,2018
27130,1005,3,7.0,10,10,0,2018
27131,1005,5,30.0,8,8,0,2018
27132,1005,210,84.0,5,5,0,2018
27152,1006,210,84.0,5,5,0,2018
27151,1006,5,32.0,8,8,0,2018
27150,1006,3,7.0,10,10,0,2018
27148,1006,10,47.0,7,7,0,2018
27146,1006,1,58.0,6,6,0,2018
27144,1006,131,563.0,1,1,9,2018
27149,1006,15,28.0,9,9,0,2018
27143,1006,6,497.0,2,2,6,2018
27145,1006,9,337.0,3,3,3,2018
27147,1006,4,106.0,4,4,0,2018
27153,1007,6,530.0,2,2,6,2018
27154,1007,131,585.0,1,1,9,2018
27155,1007,9,362.0,3,3,4,2018
27156,1007,1,62.0,6,6,0,2018
27157,1007,4,114.0,4,4,0,2018
27158,1007,10,47.0,7,7,0,2018
27159,1007,15,36.0,8,8,0,2018
27160,1007,3,7.0,10,10,0,2018
27161,1007,5,33.0,9,9,0,2018
27162,1007,210,84.0,5,5,0,2018
27163,1008,6,553.0,2,2,6,2018
27164,1008,131,620.0,1,1,10,2018
27165,1008,9,392.0,3,3,4,2018
27166,1008,1,62.0,6,6,0,2018
27167,1008,4,114.0,4,4,0,2018
27168,1008,10,48.0,7,7,0,2018
27169,1008,15,42.0,8,8,0,2018
27170,1008,3,7.0,10,10,0,2018
27171,1008,5,33.0,9,9,0,2018
27172,1008,210,90.0,5,5,0,2018
27173,1009,6,571.0,2,2,6,2018
27174,1009,131,655.0,1,1,11,2018
27175,1009,9,419.0,3,3,4,2018
27176,1009,1,62.0,6,6,0,2018
27177,1009,4,122.0,4,4,0,2018
27178,1009,10,52.0,7,7,0,2018
27179,1009,15,48.0,8,8,0,2018
27180,1009,3,7.0,10,10,0,2018
27181,1009,5,33.0,9,9,0,2018
27182,1009,210,93.0,5,5,0,2018
