resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year
22297,907,154,208,8,22,14,14,14,0.0,70,\N,\N,42,15,1:13.953,210.587,11,2014
22298,907,824,206,17,18,15,15,15,0.0,69,\N,\N,65,19,1:14.476,209.108,12,2014
22299,907,155,207,10,19,16,16,16,0.0,69,\N,\N,40,22,1:15.274,206.892,12,2014
22300,907,820,206,4,21,17,17,17,0.0,69,\N,\N,40,21,1:14.847,208.072,12,2014
22301,907,828,207,9,20,18,18,18,0.0,69,\N,\N,33,20,1:14.672,208.560,12,2014
22302,907,821,15,21,17,19,19,19,0.0,69,\N,\N,53,16,1:14.036,210.351,12,2014
22303,907,818,5,25,14,\N,R,20,0.0,59,\N,\N,55,13,1:13.317,212.414,23,2014
22304,907,20,9,1,12,\N,R,21,0.0,34,\N,\N,30,17,1:14.254,209.734,10,2014
22305,907,826,5,26,7,\N,R,22,0.0,24,\N,\N,23,18,1:14.332,209.514,22,2014
22306,908,1,131,44,6,1,1,1,25.0,52,2:26:52.094,8812094,26,1,1:37.176,218.239,1,2014
22307,908,822,3,77,14,2,2,2,18.0,52,+30.135,8842229,34,4,1:38.264,215.822,1,2014
22308,908,817,9,3,8,3,3,3,15.0,52,+46.495,8858589,34,7,1:38.459,215.395,1,2014
22309,908,18,1,22,3,4,4,4,12.0,52,+47.390,8859484,52,5,1:38.284,215.778,1,2014
22310,908,20,9,1,2,5,5,5,10.0,52,+53.864,8865958,52,2,1:37.481,217.556,1,2014
22311,908,4,6,14,16,6,6,6,8.0,52,+59.946,8872040,52,8,1:38.587,215.115,1,2014
22312,908,825,1,20,5,7,7,7,6.0,52,+1:02.563,8874657,32,10,1:38.677,214.919,1,2014
22313,908,807,10,27,4,8,8,8,4.0,52,+1:28.692,8900786,52,9,1:38.625,215.032,1,2014
22314,908,826,5,26,9,9,9,9,2.0,52,+1:29.340,8901434,45,6,1:38.407,215.509,1,2014
22315,908,818,5,25,10,10,10,10,1.0,51,\N,\N,44,13,1:39.261,213.654,11,2014
22316,908,815,10,11,7,11,11,11,0.0,51,\N,\N,41,11,1:38.716,214.834,11,2014
22317,908,154,208,8,11,12,12,12,0.0,51,\N,\N,48,12,1:38.919,214.393,11,2014
22318,908,16,15,99,13,13,13,13,0.0,51,\N,\N,34,15,1:40.041,211.989,11,2014
22319,908,824,206,17,12,14,14,14,0.0,51,\N,\N,51,14,1:39.961,212.158,11,2014
22320,908,155,207,10,22,15,15,15,0.0,50,\N,\N,31,18,1:41.462,209.020,12,2014
22321,908,820,206,4,17,16,16,16,0.0,50,\N,\N,50,17,1:40.399,211.233,12,2014
22322,908,813,208,13,20,17,17,17,0.0,49,\N,\N,48,16,1:40.314,211.412,13,2014
22323,908,3,131,6,1,\N,R,18,0.0,28,\N,\N,26,3,1:38.091,216.203,6,2014
22324,908,828,207,9,21,\N,R,19,0.0,11,\N,\N,7,20,1:44.319,203.295,22,2014
22325,908,821,15,21,19,\N,R,20,0.0,9,\N,\N,7,19,1:42.566,206.770,4,2014
22326,908,13,3,19,15,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,2014
22327,908,8,6,7,18,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,2014
22328,909,3,131,6,1,1,1,1,25.0,67,1:33:42.914,5622914,67,6,1:21.298,202.543,1,2014
22329,909,822,3,77,2,2,2,2,18.0,67,+20.789,5643703,45,9,1:21.494,202.056,1,2014
22330,909,1,131,44,20,3,3,3,15.0,67,+22.530,5645444,53,1,1:19.908,206.066,1,2014
22331,909,20,9,1,6,4,4,4,12.0,67,+44.014,5666928,39,10,1:21.545,201.930,1,2014
22332,909,4,6,14,7,5,5,5,10.0,67,+52.467,5675381,57,3,1:20.548,204.429,1,2014
22333,909,817,9,3,5,6,6,6,8.0,67,+52.549,5675463,53,5,1:20.846,203.676,1,2014
22334,909,807,10,27,9,7,7,7,6.0,67,+1:04.178,5687092,44,13,1:22.098,200.570,1,2014
22335,909,18,1,22,11,8,8,8,4.0,67,+1:24.711,5707625,64,8,1:21.346,202.424,1,2014
22336,909,825,1,20,4,9,9,9,2.0,66,\N,\N,56,2,1:20.224,205.255,11,2014
22337,909,815,10,11,10,10,10,10,1.0,66,\N,\N,54,4,1:20.752,203.913,11,2014
22338,909,8,6,7,12,11,11,11,0.0,66,\N,\N,55,7,1:21.338,202.444,11,2014
22339,909,813,208,13,18,12,12,12,0.0,66,\N,\N,41,15,1:22.305,200.065,11,2014
22340,909,818,5,25,13,13,13,13,0.0,66,\N,\N,58,11,1:21.876,201.113,11,2014
22341,909,821,15,21,16,14,14,14,0.0,66,\N,\N,61,12,1:22.008,200.790,11,2014
22342,909,824,206,17,17,15,15,15,0.0,66,\N,\N,57,16,1:22.522,199.539,11,2014
22343,909,155,207,10,19,16,16,16,0.0,65,\N,\N,50,18,1:22.866,198.711,12,2014
22344,909,820,206,4,21,17,17,17,0.0,65,\N,\N,50,19,1:23.035,198.306,12,2014
22345,909,828,207,9,22,18,18,18,0.0,65,\N,\N,49,20,1:23.230,197.842,12,2014
22346,909,16,15,99,15,\N,R,19,0.0,47,\N,\N,41,17,1:22.529,199.522,23,2014
22347,909,826,5,26,8,\N,R,20,0.0,44,\N,\N,34,14,1:22.179,200.372,44,2014
22348,909,154,208,8,14,\N,R,21,0.0,26,\N,\N,26,21,1:24.137,195.709,47,2014
22349,909,13,3,19,3,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,2014
22350,910,817,9,3,4,1,1,1,25.0,70,1:53:05.058,6785058,58,2,1:26.608,182.103,1,2014
22351,910,4,6,14,5,2,2,2,18.0,70,+5.225,6790283,40,5,1:27.419,180.413,1,2014
22352,910,1,131,44,22,3,3,3,15.0,70,+5.857,6790915,36,4,1:27.380,180.494,1,2014
22353,910,3,131,6,1,4,4,4,12.0,70,+6.361s,6791419,64,1,1:25.724,183.981,1,2014
22354,910,13,3,19,6,5,5,5,10.0,70,+29.841,6814899,51,7,1:28.229,178.757,1,2014
22355,910,8,6,7,16,6,6,6,8.0,70,+31.491,6816549,47,6,1:27.983,179.257,1,2014
22356,910,20,9,1,2,7,7,7,6.0,70,+40.964,6826022,52,9,1:28.746,177.716,1,2014
22357,910,822,3,77,3,8,8,8,4.0,70,+41.344,6826402,63,3,1:26.850,181.595,1,2014
22358,910,818,5,25,8,9,9,9,2.0,70,+58.527,6843585,31,11,1:29.120,176.970,1,2014
22359,910,18,1,22,7,10,10,10,1.0,70,+1:07.280,6852338,50,13,1:29.156,176.898,1,2014
22360,910,16,15,99,11,11,11,11,0.0,70,+1:08.169,6853227,41,8,1:28.704,177.800,1,2014
22361,910,825,1,20,21,12,12,12,0.0,70,+1:18.465,6863523,41,10,1:28.883,177.442,1,2014
22362,910,813,208,13,20,13,13,13,0.0,70,+1:24.024,6869082,45,12,1:29.128,176.954,1,2014
22363,910,826,5,26,10,14,14,14,0.0,69,\N,\N,51,14,1:29.401,176.414,11,2014
22364,910,824,206,17,15,15,15,15,0.0,69,\N,\N,49,16,1:29.883,175.468,11,2014
22365,910,820,206,4,18,16,16,16,0.0,69,\N,\N,47,15,1:29.499,176.220,11,2014
22366,910,821,15,21,13,\N,R,17,0.0,33,\N,\N,29,18,1:30.485,174.300,31,2014
22367,910,155,207,10,17,\N,R,18,0.0,26,\N,\N,21,19,1:32.888,169.791,31,2014
22368,910,815,10,11,12,\N,R,19,0.0,23,\N,\N,21,17,1:30.280,174.696,3,2014
22369,910,807,10,27,9,\N,R,20,0.0,16,\N,\N,14,20,1:41.151,155.921,3,2014
22370,910,154,208,8,14,\N,R,21,0.0,11,\N,\N,7,21,1:46.312,148.352,3,2014
22371,910,828,207,9,19,\N,R,22,0.0,8,\N,\N,6,22,1:48.459,145.415,3,2014
22373,911,817,9,3,5,1,1,1,25.0,44,1:24:36.556,5076556,44,6,1:52.974,223.187,1,2014
22374,911,3,131,6,1,2,2,2,18.0,44,+3.383,5079939,36,1,1:50.511,228.161,1,2014
22375,911,822,3,77,6,3,3,3,15.0,44,+28.032,5104588,40,4,1:52.716,223.698,1,2014
22376,911,8,6,7,8,4,4,4,12.0,44,+36.815,5113371,39,13,1:54.090,221.004,1,2014
22377,911,20,9,1,3,5,5,5,10.0,44,+52.196,5128752,36,5,1:52.953,223.229,1,2014
22378,911,18,1,22,10,6,6,6,8.0,44,+54.580,5131136,38,8,1:53.483,222.186,1,2014
22379,911,4,6,14,4,7,7,7,6.0,44,+1:01.162,5137718,29,11,1:53.879,221.413,1,2014
22380,911,815,10,11,13,8,8,8,4.0,44,+1:04.293,5140849,28,16,1:54.532,220.151,1,2014
22381,911,826,5,26,11,9,9,9,2.0,44,+1:05.347,5141903,26,14,1:54.159,220.870,1,2014
22382,911,807,10,27,18,10,10,10,1.0,44,+1:05.697,5142253,40,9,1:53.612,221.934,1,2014
22383,911,818,5,25,12,11,11,11,0.0,44,+1:11.920,5148476,31,7,1:53.276,222.592,1,2014
22384,911,825,1,20,7,12,12,12,0.0,44,+1:14.262,5150818,28,15,1:54.203,220.785,1,2014
22385,911,13,3,19,9,13,13,13,0.0,44,+1:15.975,5152531,37,3,1:52.512,224.104,1,2014
22386,911,16,15,99,14,14,14,14,0.0,44,+1:22.447,5159003,36,2,1:52.413,224.301,1,2014
22387,911,821,15,21,20,15,15,15,0.0,44,+1:30.825,5167381,32,12,1:54.000,221.178,1,2014
22388,911,820,206,4,19,16,16,16,0.0,43,\N,\N,31,17,1:55.247,218.785,11,2014
22389,911,828,207,9,22,17,17,17,0.0,43,\N,\N,26,19,1:55.900,217.553,11,2014
22390,911,824,206,17,16,18,18,18,0.0,39,\N,\N,32,20,1:56.347,216.717,6,2014
22391,911,1,131,44,2,\N,R,19,0.0,38,\N,\N,33,10,1:53.707,221.748,31,2014
22392,911,154,208,8,15,\N,R,20,0.0,33,\N,\N,21,18,1:55.649,218.025,31,2014
22393,911,813,208,13,17,\N,R,21,0.0,1,\N,\N,\N,0,\N,\N,26,2014
22394,911,827,207,45,21,\N,R,22,0.0,1,\N,\N,\N,0,\N,\N,131,2014
22395,912,1,131,44,1,1,1,1,25.0,53,1:19:10.236,4750236,29,1,1:28.004,236.975,1,2014
22396,912,3,131,6,2,2,2,2,18.0,53,+3.175,4753411,51,2,1:28.206,236.432,1,2014
22397,912,13,3,19,4,3,3,3,15.0,53,+25.026,4775262,46,3,1:28.342,236.068,1,2014
22398,912,822,3,77,3,4,4,4,12.0,53,+40.786,4791022,50,5,1:28.559,235.490,1,2014
22399,912,817,9,3,9,5,5,5,10.0,53,+50.309,4800545,53,6,1:28.588,235.413,1,2014
22400,912,20,9,1,8,6,6,6,8.0,53,+59.965,4810201,34,10,1:29.141,233.952,1,2014
22401,912,815,10,11,10,7,7,7,6.0,53,+1:02.518,4812754,35,8,1:29.107,234.042,1,2014
22402,912,18,1,22,6,8,8,8,4.0,53,+1:03.063,4813299,35,11,1:29.245,233.680,1,2014
22403,912,8,6,7,11,9,9,9,2.0,53,+1:03.535,4813771,43,7,1:28.942,234.476,1,2014
22404,912,825,1,20,5,10,10,10,1.0,53,+1:06.171,4816407,34,12,1:29.283,233.580,1,2014
22405,912,826,5,26,21,11,11,11,0.0,53,+1:11.184,4821420,51,4,1:28.486,235.684,1,2014
22406,912,807,10,27,13,12,12,12,0.0,53,+1:12.606,4822842,35,13,1:29.366,233.363,1,2014
22407,912,818,5,25,12,13,13,13,0.0,53,+1:13.093,4823329,39,9,1:29.121,234.005,1,2014
22408,912,813,208,13,16,14,14,14,0.0,52,\N,\N,32,17,1:29.856,232.091,11,2014
22409,912,16,15,99,14,15,15,15,0.0,52,\N,\N,46,14,1:29.375,233.340,11,2014
22410,912,154,208,8,17,16,16,16,0.0,52,\N,\N,38,18,1:30.083,231.506,11,2014
22411,912,155,207,10,18,17,17,17,0.0,52,\N,\N,35,21,1:30.758,229.784,11,2014
22412,912,824,206,17,19,18,18,18,0.0,52,\N,\N,51,20,1:30.521,230.386,11,2014
22413,912,821,15,21,15,19,19,19,0.0,51,\N,\N,40,15,1:29.449,233.147,12,2014
22414,912,828,207,9,22,20,20,20,0.0,51,\N,\N,47,19,1:30.280,231.001,12,2014
22415,912,4,6,14,7,\N,R,21,0.0,28,\N,\N,23,16,1:29.680,232.546,5,2014
22416,912,820,206,4,20,\N,R,22,0.0,5,\N,\N,5,22,1:32.569,225.289,3,2014
22417,913,1,131,44,1,1,1,1,25.0,60,2:00:04.795,7204795,39,1,1:50.417,165.137,1,2014
22418,913,20,9,1,4,2,2,2,18.0,60,+13.534,7218329,27,8,1:52.519,162.052,1,2014
22419,913,817,9,3,3,3,3,3,15.0,60,+14.273,7219068,30,9,1:52.569,161.980,1,2014
22420,913,4,6,14,5,4,4,4,12.0,60,+15.389,7220184,27,6,1:52.115,162.636,1,2014
22421,913,13,3,19,6,5,5,5,10.0,60,+42.161,7246956,27,13,1:53.283,160.959,1,2014
22422,913,818,5,25,12,6,6,6,8.0,60,+56.801,7261596,48,4,1:51.937,162.895,1,2014
22423,913,815,10,11,15,7,7,7,6.0,60,+59.038,7263833,46,5,1:52.007,162.793,1,2014
22424,913,8,6,7,7,8,8,8,4.0,60,+1:00.641,7265436,28,11,1:52.872,161.545,1,2014
22425,913,807,10,27,13,9,9,9,2.0,60,+1:01.661,7266456,27,10,1:52.762,161.703,1,2014
22426,913,825,1,20,9,10,10,10,1.0,60,+1:02.230,7267025,48,2,1:51.639,163.330,1,2014
22427,913,822,3,77,8,11,11,11,0.0,60,+1:05.065,7269860,25,7,1:52.515,162.058,1,2014
22428,913,813,208,13,18,12,12,12,0.0,60,+1:06.915,7271710,26,12,1:53.213,161.059,1,2014
22429,913,154,208,8,16,13,13,13,0.0,60,+1:08.029,7272824,25,15,1:53.543,160.591,1,2014
22430,913,826,5,26,10,14,14,14,0.0,60,+1:12.008,7276803,45,3,1:51.761,163.151,1,2014
22431,913,828,207,9,22,15,15,15,0.0,60,+1:34.188,7298983,14,19,1:55.416,157.985,1,2014
22432,913,824,206,17,19,16,16,16,0.0,60,+1:34.543,7299338,47,14,1:53.538,160.598,1,2014
22433,913,820,206,4,21,17,17,17,0.0,59,\N,\N,43,17,1:53.807,160.218,11,2014
22434,913,18,1,22,11,\N,R,18,0.0,52,\N,\N,16,16,1:53.707,160.359,31,2014
22435,913,16,15,99,17,\N,R,19,0.0,40,\N,\N,10,18,1:53.948,160.020,34,2014
22436,913,821,15,21,14,\N,R,20,0.0,17,\N,\N,6,20,1:55.684,157.619,10,2014
22437,913,3,131,6,2,\N,R,21,0.0,13,\N,\N,5,21,1:56.769,156.154,10,2014
22438,913,155,207,10,20,\N,W,22,0.0,0,\N,\N,\N,0,\N,\N,131,2014
22439,914,1,131,44,2,1,1,1,25.0,44,1:51:43.021,6703021,39,1,1:51.600,187.322,1,2014
22440,914,3,131,6,1,2,2,2,18.0,44,+9.180,6712201,15,6,1:52.551,185.739,1,2014
22441,914,20,9,1,9,3,3,3,15.0,44,+29.122,6732143,32,3,1:51.915,186.795,1,2014
22442,914,817,9,3,6,4,4,4,12.0,44,+38.818,6741839,38,4,1:52.231,186.269,1,2014
22443,914,18,1,22,8,5,5,5,10.0,44,+1:07.550,6770571,33,2,1:51.721,187.119,1,2014
22444,914,822,3,77,3,6,6,6,8.0,44,+1:53.773,6816794,41,13,1:54.103,183.213,1,2014
22445,914,13,3,19,4,7,7,7,6.0,44,+1:55.126,6818147,39,8,1:53.450,184.267,1,2014
22446,914,807,10,27,13,8,8,8,4.0,44,+1:55.948,6818969,28,7,1:52.814,185.306,1,2014
22447,914,818,5,25,20,9,9,9,2.0,44,+2:07.638,6830659,35,11,1:53.562,184.086,1,2014
22448,914,815,10,11,11,10,10,10,1.0,43,\N,\N,27,10,1:53.556,184.095,11,2014
22449,914,826,5,26,12,11,11,11,0.0,43,\N,\N,25,12,1:54.021,183.345,11,2014
22450,914,8,6,7,10,12,12,12,0.0,43,\N,\N,36,5,1:52.426,185.946,11,2014
22451,914,821,15,21,15,13,13,13,0.0,43,\N,\N,40,17,1:55.372,181.198,11,2014
22452,914,825,1,20,7,14,14,14,0.0,43,\N,\N,38,9,1:53.510,184.170,11,2014
22453,914,154,208,8,16,15,15,15,0.0,43,\N,\N,28,16,1:55.302,181.308,11,2014
22454,914,813,208,13,22,16,16,16,0.0,43,\N,\N,26,15,1:54.702,182.256,11,2014
22455,914,828,207,9,17,17,17,17,0.0,43,\N,\N,27,14,1:54.669,182.309,11,2014
22456,914,820,206,4,21,18,18,18,0.0,43,\N,\N,25,21,1:56.472,179.486,11,2014
22457,914,155,207,10,19,19,19,19,0.0,43,\N,\N,29,18,1:55.641,180.776,11,2014
22458,914,824,206,17,18,20,20,20,0.0,41,\N,\N,27,20,1:55.985,180.240,3,2014
22459,914,16,15,99,14,21,21,21,0.0,40,\N,\N,25,19,1:55.753,180.601,3,2014
22460,914,4,6,14,5,\N,R,22,0.0,2,\N,\N,\N,0,\N,\N,40,2014
22461,915,1,131,44,1,1,1,1,25.0,53,1:31:50.744,5510744,48,3,1:41.606,207.200,1,2014
22462,915,3,131,6,2,2,2,2,18.0,53,+13.657,5524401,52,2,1:41.360,207.703,1,2014
22463,915,822,3,77,3,3,3,3,15.0,53,+17.425,5528169,53,1,1:40.896,208.658,1,2014
22464,915,18,1,22,4,4,4,4,12.0,53,+30.234,5540978,47,4,1:41.964,206.472,1,2014
22465,915,825,1,20,11,5,5,5,10.0,53,+53.616,5564360,44,14,1:43.076,204.245,1,2014
22466,915,4,6,14,7,6,6,6,8.0,53,+1:00.016,5570760,53,6,1:42.179,206.038,1,2014
22467,915,817,9,3,6,7,7,7,6.0,53,+1:01.812,5572556,50,13,1:43.050,204.296,1,2014
22468,915,20,9,1,10,8,8,8,4.0,53,+1:06.185,5576929,53,8,1:42.630,205.133,1,2014
22469,915,8,6,7,8,9,9,9,2.0,53,+1:18.877,5589621,45,11,1:42.919,204.556,1,2014
22470,915,815,10,11,12,10,10,10,1.0,53,+1:20.067,5590811,47,12,1:42.924,204.547,1,2014
22471,915,13,3,19,18,11,11,11,0.0,53,+1:20.877,5591621,47,10,1:42.879,204.636,1,2014
22472,915,807,10,27,17,12,12,12,0.0,53,+1:21.309,5592053,50,9,1:42.685,205.023,1,2014
22473,915,818,5,25,9,13,13,13,0.0,53,+1:37.295,5608039,53,7,1:42.550,205.293,1,2014
22474,915,826,5,26,5,14,14,14,0.0,52,\N,\N,52,5,1:42.022,206.355,11,2014
22475,915,821,15,21,13,15,15,15,0.0,52,\N,\N,45,18,1:44.075,202.284,11,2014
22476,915,16,15,99,14,16,16,16,0.0,52,\N,\N,42,15,1:43.822,202.777,11,2014
22477,915,154,208,8,15,17,17,17,0.0,52,\N,\N,49,19,1:44.461,201.537,11,2014
22478,915,813,208,13,21,18,18,18,0.0,52,\N,\N,50,17,1:44.030,202.372,11,2014
22479,915,828,207,9,16,19,19,19,0.0,51,\N,\N,48,16,1:43.979,202.471,12,2014
22480,915,155,207,10,19,\N,R,20,0.0,21,\N,\N,17,20,1:47.407,196.009,23,2014
22481,915,820,206,4,20,\N,R,21,0.0,9,\N,\N,8,21,1:48.268,194.450,22,2014
22482,916,1,131,44,2,1,1,1,25.0,56,1:40:04.785,6004785,49,4,1:41.929,194.712,1,2014
22483,916,3,131,6,1,2,2,2,18.0,56,+4.314,6009099,48,5,1:41.932,194.706,1,2014
22484,916,817,9,3,5,3,3,3,15.0,56,+25.560,6030345,33,7,1:42.831,193.004,1,2014
22485,916,13,3,19,4,4,4,4,12.0,56,+26.924,6031709,50,9,1:42.971,192.741,1,2014
22486,916,822,3,77,3,5,5,5,10.0,56,+30.992,6035777,55,6,1:42.505,193.617,1,2014
22487,916,4,6,14,6,6,6,6,8.0,56,+1:35.231,6100016,47,2,1:41.474,195.585,1,2014
22488,916,20,9,1,18,7,7,7,6.0,56,+1:35.734,6100519,50,1,1:41.379,195.768,1,2014
22489,916,825,1,20,7,8,8,8,4.0,56,+1:40.682,6105467,29,14,1:44.287,190.309,1,2014
22490,916,818,5,25,14,10,10,10,1.0,56,+1:48.863,6113648,17,12,1:44.180,190.504,1,2014
22491,916,813,208,13,10,9,9,9,2.0,56,+1:47.870,6112655,38,11,1:43.808,191.187,1,2014
22492,916,154,208,8,16,11,11,11,0.0,55,\N,\N,51,15,1:44.440,190.030,11,2014
22493,916,18,1,22,12,12,12,12,0.0,55,\N,\N,33,13,1:44.255,190.367,11,2014
22494,916,8,6,7,8,13,13,13,0.0,55,\N,\N,54,8,1:42.888,192.897,11,2014
22495,916,821,15,21,15,14,14,14,0.0,55,\N,\N,47,10,1:43.006,192.676,11,2014
22496,916,826,5,26,17,15,15,15,0.0,55,\N,\N,53,3,1:41.689,195.171,11,2014
22497,916,807,10,27,13,\N,R,16,0.0,16,\N,\N,15,16,1:46.226,186.835,5,2014
22498,916,815,10,11,11,\N,R,17,0.0,1,\N,\N,\N,0,\N,\N,130,2014
22499,916,16,15,99,9,\N,R,18,0.0,0,\N,\N,\N,0,\N,\N,4,2014
22500,917,3,131,6,1,1,1,1,25.0,71,1:30:02.555,5402555,62,2,1:13.619,210.711,1,2014
22501,917,1,131,44,2,2,2,2,18.0,71,+1.457,5404012,62,1,1:13.555,210.895,1,2014
22502,917,13,3,19,3,3,3,3,15.0,71,+41.031,5443586,59,7,1:14.101,209.341,1,2014
22503,917,18,1,22,5,4,4,4,12.0,71,+48.658,5451213,68,4,1:13.999,209.629,1,2014
22504,917,20,9,1,6,5,5,5,10.0,71,+51.420,5453975,68,5,1:14.018,209.576,1,2014
22505,917,4,6,14,8,6,6,6,8.0,71,+1:01.906,5464461,55,10,1:14.313,208.744,1,2014
22506,917,8,6,7,10,7,7,7,6.0,71,+1:03.730,5466285,37,17,1:14.963,206.934,1,2014
22507,917,807,10,27,12,8,8,8,4.0,71,+1:03.934,5466489,70,3,1:13.728,210.400,1,2014
22508,917,825,1,20,7,9,9,9,2.0,71,+1:10.085,5472640,62,11,1:14.544,208.097,1,2014
22509,917,822,3,77,4,10,10,10,1.0,70,\N,\N,64,9,1:14.229,208.980,11,2014
22510,917,826,5,26,17,11,11,11,0.0,70,\N,\N,62,8,1:14.144,209.219,11,2014
22511,917,813,208,13,16,12,12,12,0.0,70,\N,\N,47,14,1:14.810,207.357,11,2014
22512,917,818,5,25,15,13,13,13,0.0,70,\N,\N,65,13,1:14.774,207.457,11,2014
22513,917,821,15,21,11,14,14,14,0.0,70,\N,\N,64,16,1:14.875,207.177,11,2014
22514,917,815,10,11,18,15,15,15,0.0,70,\N,\N,70,12,1:14.550,208.080,11,2014
22515,917,16,15,99,13,16,16,16,0.0,70,\N,\N,42,15,1:14.834,207.290,11,2014
22516,917,154,208,8,14,17,17,17,0.0,63,\N,\N,63,6,1:14.070,209.428,18,2014
22517,917,817,9,3,9,\N,R,18,0.0,39,\N,\N,30,18,1:15.387,205.770,22,2014
22518,918,1,131,44,2,1,1,1,50.0,55,1:39:02.619,5942619,49,4,1:45.599,189.342,1,2014
22519,918,13,3,19,4,2,2,2,36.0,55,+2.576,5945195,47,2,1:44.826,190.738,1,2014
22520,918,822,3,77,3,3,3,3,30.0,55,+28.880,5971499,54,6,1:45.727,189.113,1,2014
22521,918,817,9,3,20,4,4,4,24.0,55,+37.237,5979856,50,1,1:44.496,191.341,1,2014
22522,918,18,1,22,6,5,5,5,20.0,55,+1:00.334,6002953,47,9,1:46.739,187.320,1,2014
22523,918,807,10,27,12,6,6,6,16.0,55,+1:02.148,6004767,47,7,1:45.777,189.024,1,2014
22524,918,815,10,11,11,7,7,7,12.0,55,+1:11.060,6013679,49,8,1:45.808,188.968,1,2014
22525,918,20,9,1,19,8,8,8,8.0,55,+1:12.045,6014664,51,3,1:45.552,189.427,1,2014
22526,918,4,6,14,8,9,9,9,4.0,55,+1:25.813,6028432,45,12,1:47.424,186.126,1,2014
22527,918,8,6,7,7,10,10,10,2.0,55,+1:27.820,6030439,46,16,1:47.736,185.586,1,2014
22528,918,825,1,20,9,11,11,11,0.0,55,+1:30.376,6032995,37,10,1:46.824,187.171,1,2014
22529,918,818,5,25,10,12,12,12,0.0,55,+1:31.947,6034566,50,5,1:45.686,189.186,1,2014
22530,918,154,208,8,18,13,13,13,0.0,54,\N,\N,35,17,1:47.897,185.310,11,2014
22531,918,3,131,6,1,14,14,14,0.0,54,\N,\N,17,11,1:46.869,187.092,11,2014
22532,918,821,15,21,14,15,15,15,0.0,54,\N,\N,43,15,1:47.698,185.652,11,2014
22533,918,16,15,99,13,16,16,16,0.0,54,\N,\N,44,14,1:47.508,185.980,11,2014
22534,918,829,207,46,17,17,17,17,0.0,54,\N,\N,47,18,1:48.398,184.453,11,2014
22535,918,155,207,10,16,\N,R,18,0.0,42,\N,\N,38,13,1:47.431,186.113,31,2014
22536,918,813,208,13,15,\N,R,19,0.0,26,\N,\N,9,20,1:48.933,183.547,131,2014
22537,918,826,5,26,5,\N,R,20,0.0,14,\N,\N,10,19,1:48.748,183.859,131,2014
22538,926,1,131,44,1,1,1,1,25.0,58,1:31:54.067,5514067,50,1,1:30.945,209.915,1,2015
22539,926,3,131,6,2,2,2,2,18.0,58,+1.360,5515427,47,2,1:31.092,209.577,1,2015
22540,926,20,6,5,4,3,3,3,15.0,58,+34.523,5548590,52,4,1:31.457,208.740,1,2015
22541,926,13,3,19,3,4,4,4,12.0,58,+38.196,5552263,50,6,1:31.719,208.144,1,2015
22542,926,831,15,12,10,5,5,5,10.0,58,+1:35.149,5609216,46,9,1:32.612,206.137,1,2015
22543,926,817,9,3,6,6,6,6,8.0,57,\N,\N,46,10,1:32.797,205.726,11,2015
22544,926,807,10,27,13,7,7,7,6.0,57,\N,\N,48,8,1:31.970,207.576,11,2015
22545,926,828,15,9,15,8,8,8,4.0,57,\N,\N,51,5,1:31.560,208.505,11,2015
22546,926,832,5,55,7,9,9,9,2.0,57,\N,\N,49,11,1:32.872,205.560,11,2015
22547,926,815,10,11,14,10,10,10,1.0,57,\N,\N,46,7,1:31.959,207.601,11,2015
22548,926,18,1,22,16,11,11,11,0.0,56,\N,\N,56,12,1:33.338,204.534,12,2015
22549,926,8,6,7,5,\N,R,12,0.0,40,\N,\N,36,3,1:31.426,208.811,36,2015
22550,926,830,5,33,11,\N,R,13,0.0,32,\N,\N,30,13,1:34.295,202.458,5,2015
22551,926,154,208,8,8,\N,R,14,0.0,0,\N,\N,\N,0,\N,\N,75,2015
22552,926,813,208,13,9,\N,R,15,0.0,0,\N,\N,\N,0,\N,\N,3,2015
22553,926,826,9,26,12,\N,W,16,0.0,0,\N,\N,\N,0,\N,\N,54,2015
22554,926,825,1,20,17,\N,W,17,0.0,0,\N,\N,\N,0,\N,\N,54,2015
22555,926,822,3,77,0,\N,W,18,0.0,0,\N,\N,\N,0,\N,\N,54,2015
22556,927,20,6,5,2,1,1,1,25.0,56,1:41:05.793,6065793,46,3,1:43.648,193.501,1,2015
22557,927,1,131,44,1,2,2,2,18.0,56,+8.569,6074362,45,2,1:43.125,193.501,1,2015
22558,927,3,131,6,3,3,3,3,15.0,56,+12.310,6078103,43,1,1:42.062,195.516,1,2015
22559,927,8,6,7,11,4,4,4,12.0,56,+53.822,6119615,40,7,1:44.124,191.644,1,2015
22560,927,822,3,77,8,5,5,5,10.0,56,+1:10.409,6136202,42,6,1:44.088,191.710,1,2015
22561,927,13,3,19,7,6,6,6,8.0,56,+1:13.586,6139379,40,5,1:43.990,191.891,1,2015
22562,927,830,5,33,6,7,7,7,6.0,56,+1:37.762,6163555,42,9,1:44.579,190.810,1,2015
22563,927,832,5,55,15,8,8,8,4.0,55,\N,\N,37,15,1:45.507,189.132,11,2015
